ITEM,COMMENT,SPACE,POS_NEG,CR,ID,PRINT,RATE1,RATE2,RATE3,RATE4,FREQUENCY,FREQ_2,FREQ_3,FREQ_4,FREQ_5,FREQ_6
"Delawarr, Stomach, Sub Mucous Coat, Lymphatics",,,"+",,1578,0,1.97500000e+01,3.65000000e+01,,,2.00000000e+01,,,,,
"Nutrient, Vitamin B15, Pangamic Acid, Water Soluble","Brewer's Yeast, Whole Brown Rice & Grains, Pumpkin & Sesame Seeds, indicated for use with Lead Poisoning",,"+",,1579,0,2.00000000e+01,0.00000000e+00,,,,,,,,
"Bacteria, Staphylococcus, Gram-Positive, Staph, Middlegrade, Syphilis, Colon",,,,,1580,0,2.00000000e+01,0.00000000e+00,,,6.60000000e+02,4.32000008e+01,4.32999992e+01,6.00000000e+02,7.00000000e+02,
"Renal, Urologic & Sexual Disorders, Sexually Transmitted Diseases, Gonorrhea, Found With","Syphilis, Colloidal Silver Is Effective",,"-",,1581,0,2.00000000e+01,5.50000000e+00,,,6.00000000e+02,7.00000000e+02,,,,
"Syphilis, Nerves, In",,,,,1583,0,2.00000000e+01,1.10000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Delawarr, Gall Bladder & Biliary Ducts, Gall Bladder, Nerves, Right Phrenic Fibers",,,"+",,1584,0,2.00000000e+01,1.20000000e+01,,,,,,,,
"Delawarr, Large Intestine, Structure Of, Muscular Coat, Longitudinal Fibers",,,"+",,1585,0,2.00000000e+01,1.20000000e+01,,,1.00000000e+01,8.80000000e+02,,,,
"Delawarr, Heart, Endocardium, Elastic Fibers",,,"+",,1588,0,2.00000000e+01,1.20000000e+01,,,2.00000000e+01,1.62000000e+02,,,,
"Gastrointestinal Disorders, Anorectal Disorders, Hemorrhoids, Internal Piles",,,"-",,1590,0,2.00000000e+01,1.50000000e+01,,,4.47000000e+02,,,,,
"Index, Endocrine Disorders",,,"-",,1591,0,2.00000000e+01,1.55000000e+01,,,,,,,,
"Delawarr, Female Genital System, Uterus, Ligaments, Posterior Ligament",,,"+",,1592,0,2.00000000e+01,1.75000000e+01,,,,,,,,
"Bacteria, Spirochete, Syphilis, Eyes",,,,,1594,0,2.00000000e+01,1.80000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Delawarr, Heart, Myocardium",,,"+",,1595,0,2.00000000e+01,1.90000000e+01,,,2.00000000e+01,1.62000000e+02,,,,
"Delawarr, Mouth, Nose & Throat, Nose, Respiratory Region",,,"+",,1596,0,2.00000000e+01,2.07500000e+01,,,2.00000000e+01,8.80000000e+02,,,,
"Delawarr, Mouth, Nose & Throat, Esophagus, Stratified Epithelium",,,"+",,1597,0,2.00000000e+01,2.10000000e+01,,,,,,,,
"Fungus, 2",,,,,1598,0,2.00000000e+01,2.30000000e+01,,,7.87000000e+02,,,,,
"Lymphatics Disorder, Lymph Glands, Syphilis",,,"-",,1599,0,2.00000000e+01,2.30000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Animal, Chickens, Radius",,,,,1601,0,2.00000000e+01,2.40000000e+01,,,,,,,,
"Delawarr, Mouth, Nose & Throat, Esophagus, Muscle Fibers, Circular",,,"+",,1602,0,2.00000000e+01,2.40000000e+01,,,2.00000000e+01,2.40000000e+02,,,,
"Renal, Urologic & Sexual Disorders, Syphilis, Bladder",,,"-",,1603,0,2.00000000e+01,2.40000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Disorders, Ear, Eustachian Obstruction",,,"-",,1605,0,2.00000000e+01,2.60000000e+01,,,,,,,,
"Dental, Teeth, Syphilis In",,,,,1606,0,2.00000000e+01,2.70000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Drug, Erythromycin, Antibiotic","Do Not Take With Seldane or Hismanal may cause Fatal Disturbance in Heart Rhythm",,,,1607,0,2.00000000e+01,2.77500000e+01,,,,,,,,
"Diseases, Bacterial, Gram-Positive, Rheumatic Fever, Heart",,,"-",,1609,0,2.00000000e+01,2.90000000e+01,,,2.00000000e+01,8.80000000e+02,,,,
"Lymphatics Disorder, Lymph Glands, Syphilis",,,"-",,1610,0,2.00000000e+01,2.90000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Assimilation, Balance To",,,,,1612,0,2.00000000e+01,3.10000000e+01,,,,,,,,
"Blood, Hemoglobin",,,,,1613,0,2.00000000e+01,3.10000000e+01,,,,,,,,
"Bacteria, Staphylococcus sp., Gram-Positive",,,,,1614,0,2.00000000e+01,3.25000000e+01,,,7.27000000e+02,4.32000008e+01,,,,
"Weed, Plantain, Broadleaf, Plantago major","Contains Vitamin C, K, T, Calcium, Potassium, Sulfur & Trace Minerals, Used For Uterine, Kidney, Bladder Infections, Expels Intestinal Worms, Neutralizes Poisons & Stomach Acid, Anti-inflammatory, Supportive, Diuretic",,,,1615,0,2.00000000e+01,3.25000000e+01,,,,,,,,
"Bacteria, Spirochete, Syphilis, Ear",,,,,1617,0,2.00000000e+01,3.40000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Negative, Blocking Body, Implant Receiving, Psychic Attack Accompanied By Dark Force Or","Negative energies",,,,1618,0,2.00000000e+01,3.70000000e+01,,,,,,,,
"Bacteria, Spirochete, Syphilis, Bladder",,,,,1619,0,2.00000000e+01,3.70000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Delawarr, Mouth, Nose & Throat, Esophagus",,,"+",,1621,0,2.00000000e+01,4.30000000e+01,,,,,,,,
"Fluid",,,,,1622,0,2.00000000e+01,4.30000000e+01,,,,,,,,
"Bacteria, Spirochete, Syphilis, Cardiovascular, Heart & Blood Vessels",,,,,1623,0,2.00000000e+01,4.30000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Bacteria, Spirochete, Syphilis, Lymphatics",,,,,1625,0,2.00000000e+01,4.40000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Radiation, Strontium 90","Reagent - Tumbled Hematite, Rhodocrosite, Cismuth Crystals",,,,1627,0,2.00000000e+01,4.50000000e+01,,,,,,,,
"Drug, Phenobarbital, Substance Abuse",,,,,1629,0,2.00000000e+01,4.80000000e+01,,,,,,,,
"Brain, Primary Visual Area",,,,,1630,0,2.00000000e+01,4.90000000e+01,,,,,,,,
"Paralysis, Infantile, Syphilis, Lymphatics, In Joints, Used For",,,,,1631,0,2.00000000e+01,5.00000000e+01,,,6.60000000e+02,4.32999992e+01,2.00000000e+01,6.00000000e+02,7.00000000e+02,
"Rheumatism",,,,,1632,0,2.00000000e+01,5.00000000e+01,,,,,,,,
"Poisoning, Venomous Bites & Stings, Toxicity,  General","Use Of 3.00-9.00 Adrenals is Effective",,,,1633,0,2.00000000e+01,5.00000000e+01,,,,,,,,
"Bacteria, Spirochete, Syphilis, Teeth",,,,,1635,0,2.00000000e+01,5.40000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Gastrointestinal Disorders, Colon, Hemorrhoids, Piles, Internal, Hoof & Mouth Disease, Used For",,,"-",,1636,0,2.00000000e+01,5.50000000e+01,,,4.47000000e+02,,,,,
"Paralysis, Infantile, Used For",,,,,1638,0,2.00000000e+01,5.50000000e+01,,,4.32999992e+01,2.00000000e+01,,,,
"Miasm, Syphilis, Found With, Paresis, New or Old Emanation","Has Destructive Effect on All Tissues Especially the Bones, Cardiac & Neurologivcal Symptoms are Common, May Also Appear to Be Meningitis",,,,1639,0,2.00000000e+01,5.50000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Delawarr, Female Genital System, Vagina",,,"+",,1640,0,2.00000000e+01,5.60000000e+01,,,,,,,,
"Teotihuacan, Energy, Temple of the Moons",,,,,1641,0,2.00000000e+01,5.60000000e+01,,,,,,,,
"Bacteria, Spirochete, Syphilis, Congenital (Lues), Paresis",,,,,1643,0,2.00000000e+01,5.70000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Glands, Thymus","Building, Balancing Color is Lemon 89.50-81.75, Check Shock & Emotions",,,,1644,0,2.00000000e+01,5.90000000e+01,,,,,,,,
"Gastrointestinal Disorders, Bacteria, Bacillus Coli, Colon, Gall Bladder, Bile, Bladder,","Vaginitis",,"-",,1645,0,2.00000000e+01,6.20000000e+01,,,,,,,,
"Homeopathic, Spleen PMG, Bovine Spleen Extract",,,,,1647,0,2.00000000e+01,6.25000000e+01,,,,,,,,
"Heart",,,,,1648,0,2.00000000e+01,7.00000000e+01,,,2.00000000e+01,1.62000000e+02,,,,
"Bacteria, Spirochete, Syphilis, Joints",,,,,1649,0,2.00000000e+01,8.30000000e+01,,,6.60000000e+02,4.32999992e+01,6.00000000e+02,7.00000000e+02,,
"Gynecologic, Obstetric, Pediatric, Genetic Disorders, Genetic Disorder",,,"-",,1650,0,2.00000000e+01,8.50000000e+01,,,,,,,,
"Gastrointestinal Disorders, Colon, Prolapsed",,,"-",,1651,0,2.00000000e+01,8.70000000e+01,,,,,,,,
"Neurologic Disorders, Neurologic Disorders, Common, Pain, General, Sharp","Anywhere Especially Skin & Eyes, Inflammation, Arnica & Hypericum are Useful, Reduces Pain",,"-",,1652,0,2.00000000e+01,9.00000000e+01,,,,,,,,
"Gastrointestinal Disorders, Colon, Hemorrhoids, Piles, External",,,"-",,1656,0,2.00000000e+01,9.60000000e+01,,,4.47000000e+02,,,,,
"Poisoning, General Chemical, Aerosols",,,,,1657,0,2.00000000e+01,9.80000000e+01,,,,,,,,
"Bacteria, Staphylococcus, Gram-Positive, Syphilitic Toxins","Check Miasms",,,,1658,0,2.00000000e+01,1.00000000e+02,,,7.27000000e+02,4.32000008e+01,,,,
"Homeopathic, BHI, Masculine Hormone Regulation",,,,,1659,0,2.02500000e+01,1.87500000e+01,,,,,,,,
"Delawarr, Pancreas, Nerves, From Vagus Nerve",,,"+",,1661,0,2.02500000e+01,2.60000000e+01,,,1.50000000e+01,,,,,
"Soil, Enhance",,,,,1662,0,2.02500000e+01,2.67500000e+01,,,,,,,,
"Chemical, Pesticide, Imidan 50 N.P.",,,,,1663,0,2.02500000e+01,2.90000000e+01,,,,,,,,
"Insect, Fly, Leafminers",,,,,1664,0,2.02500000e+01,3.92500000e+01,,,,,,,,
"Chemical, Herbicide, Squadron",,,,,1666,0,2.02999992e+01,9.50000000e+01,,,,,,,,
"Leukocytes, Destroys",,,,,1667,0,2.05000000e+01,0.00000000e+00,,,,,,,,
"Bacteria, Toxins",,,,,1668,0,2.05000000e+01,0.00000000e+00,,,,,,,,
"Planetary, Unknown K",,,,,1669,0,2.05000000e+01,2.00000000e+00,,,,,,,,
"Plant, Heat",,,,,1671,0,2.05000000e+01,7.00000000e+00,,,,,,,,
"Chemical, Herbicide, Lasso",,,,,1672,0,2.05000000e+01,1.53999996e+01,,,,,,,,
"Delawarr, Small Intestine, Ileum, Lowest Part, Opening to Large Intestine",,,"+",,1674,0,2.05000000e+01,2.20000000e+01,,,1.00000000e+01,8.80000000e+02,,,,
"Chemical, Petro, 4-Pc Phenylcyclohexane (Ex Back Of Carpets)",,,,,1675,0,2.05000000e+01,2.40000000e+01,,,,,,,,
"Homeopathic, Bach Flower Remedy, Cerato, Lack of Trust","Uncertainty, Unable to make decisions without advice from others",,,,1676,0,2.05000000e+01,2.72000008e+01,,,,,,,,
"Delawarr, Mouth, Nose & Throat, Nose, Respiratory Region, Lateral Wall",,,"+",,1677,0,2.05000000e+01,2.72500000e+01,,,2.00000000e+01,8.80000000e+02,,,,
"Weed, Ragweed, Agropyton repens",,,,,1679,0,2.05000000e+01,3.25000000e+01,,,,,,,,
"Insect, Bugs, Flea, Larvae",,,,,1680,0,2.05000000e+01,3.34000015e+01,,,,,,,,
"Toxins, Blood",,,,,1681,0,2.05000000e+01,4.90000000e+01,,,,,,,,
"Weight",,,,,1682,0,2.05000000e+01,5.60000000e+01,,,,,,,,
"Plant Disorders, Infectious Yellow",,,"-",,1683,0,2.05000000e+01,5.95000000e+01,,,,,,,,
"Fertilizer, Sul-Po-Mag, K-Mag","Organic Compound",,,,1684,0,2.05000000e+01,7.32500000e+01,,,,,,,,
"Drug, Antihistamine, Cophene #2",,,,,1686,0,2.07000008e+01,1.20000000e+01,,,,,,,,
"Radiation, Earthquake",,,,,1687,0,2.07000008e+01,2.01000004e+01,,,,,,,,
"Drug, Hydrochlorothiazide 50mg",,,,,1688,0,2.07000008e+01,3.05000000e+01,,,,,,,,
"Amino Acid, L-Tryptophan; Blood, Brain, Liver","If not in balance affects sleep, also affected by Lyme Disease, Related to Tryptophanuria",,,,1690,0,2.07500000e+01,1.05000000e+01,,,,,,,,
"Delawarr, Mouth, Nose & Throat, Nose, Nasal Cavity",,,"+",,1691,0,2.07500000e+01,1.72500000e+01,,,2.00000000e+01,8.80000000e+02,,,,
"Delawarr, Mouth, Nose & Throat, Nose, Respiratory Region, Nasolacrimal Duct",,,"+",,1693,0,2.07500000e+01,1.95000000e+01,,,2.00000000e+01,8.80000000e+02,,,,
"Nutrient, Vitamin K 2, Menadione, Fat Soluble","Yogurt, alfalfa, egg yolk, safflower, soybean, fish liver oils, kelp, leafy green vegetables",,"+",,1694,0,2.07500000e+01,2.25000000e+01,,,,,,,,
"God, Supreme (Japanese Scroll)",,,,,1695,0,2.07500000e+01,2.35000000e+01,,,,,,,,
"Delawarr, Urinary System, Bladder, Nerves, Sympathetics Are Motor To Sphincter & Inhibitory To","Muscles Of Bladder Wall",,"+",,1697,0,2.07500000e+01,2.95000000e+01,,,,,,,,
"Insect, Caterpillar, Smooth, Swallowtail, Black, Also called Parsley Caterpillar, Larvae,","Feeds On Queen Anne's Lace, Carrot, Parsley, Dill",,,,1698,0,2.07500000e+01,3.25000000e+01,,,,,,,,
"Homeopathic, Bach Flower Remedy, Oak, The Plodder","Despondency & Despair but Never Giving Up. Brave & Struggles on Despite Despondency, Plodders",,,,1699,0,2.07500000e+01,4.25000000e+01,,,,,,,,
"Chemical, Pesticide, Diazinon",,,,,1700,0,2.08999996e+01,6.95000000e+01,,,,,,,,
"Chemical, Formaldehyde (*)","Causes Central Nervous System Depressant, Hypersensitivity, Headaches, Check Rugs, Drapes, Paneling, Insulation, Curing Agent For New Things",,,,1701,0,2.10000000e+01,0.00000000e+00,,,,,,,,
"Implant Mechanism, Psychosis, Implant",,,,,1702,0,2.10000000e+01,0.00000000e+00,,,,,,,,
"Drug, Indocin, Indomethacin, NSAIDS, Non-Steroidal Anti-inflammatory Drug",,,,,1703,0,2.00000000e+01,9.00000000e+00,,,,,,,,
"Chemical, Herbicide, Agent Orange, 2-4-5-T","To Remove From Plants Use 3x Potency, All Else Basic Rate",,,,1704,0,2.10000000e+01,9.75000000e+00,,,,,,,,
"Chemical, Farm, Di Cholone",,,,,1706,0,2.10000000e+01,1.45000000e+01,,,,,,,,
"Animal, Swine, Pig, Loop Of Heine",,,,,1707,0,2.10000000e+01,1.46000004e+01,,,,,,,,
"Gastrointestinal Disorders, Gastritis, Chronic, Pain Increased by Food Intake","Use of 3.00-8.00 Appendix is Effective",,"-",,1708,0,2.10000000e+01,1.50000000e+01,,,,,,,,
"Animal, Chickens, Femur",,,,,1710,0,2.10000000e+01,1.65000000e+01,,,,,,,,
"Chemical, Physamin, Asparagus",,,,,1712,0,2.10000000e+01,1.95000000e+01,,,,,,,,
"Nutrient, Lactobacilli Bulgaricus",,,,,1713,0,2.10000000e+01,2.00000000e+01,,,,,,,,
"Drug, Piracetam, Memory",,,,,1714,0,2.10000000e+01,2.27500000e+01,,,,,,,,
"Animal, Chickens, Ovum",,,,,1716,0,2.10000000e+01,2.50000000e+01,,,7.52000000e+02,,,,,
"Music, F, Flat",,,,,1717,0,2.10000000e+01,2.60000000e+01,,,,,,,,
"Rainforest Botanicals, Laxante","Laxative Formula",,,,1719,0,2.10000000e+01,2.87500000e+01,,,,,,,,
"Auric Bodies, Release All Scaring, in the Emotion, Mental, Spiritual",,,,,1720,0,2.10000000e+01,2.90000000e+01,,,,,,,,
"Index, Musculoskeletal & Connective Tissue Disorders",,,"-",,1721,0,2.10000000e+01,3.00000000e+01,,,,,,,,
"Emotion, Certainty","Negative Emotion-Doubt, Organ-Colon, Transverse",,,,1722,0,2.10000000e+01,3.00000000e+01,,,,,,,,
"Auric Bodies, Clear All Inappropriate Negative Programming in the",,,,,1723,0,2.10000000e+01,3.10000000e+01,,,,,,,,
"Music, F, Fa",,,,,1724,0,2.10000000e+01,3.20000000e+01,,,7.04000000e+02,,,,,
"Neurologic Disorders, Cerebral Palsy Syndromes, Cerebral Palsy",,,"-",,1725,0,2.10000000e+01,3.60000000e+01,,,,,,,,
"Negative, Entity, Jumpers, Remove All",,,,,1727,0,2.10000000e+01,3.60000000e+01,,,,,,,,
"Emotion, Ancient Wisdom, Experience Attunement With God",,,,,1728,0,2.10000000e+01,3.70000000e+01,,,,,,,,
"Chemical, Chamomile, Chamozulene Active Ingredient",,,,,1730,0,2.10000000e+01,4.20000000e+01,,,,,,,,
"Drug, Cleocin, HCL","Use for meningococcus",,,,1731,0,2.10000000e+01,4.30000000e+01,,,,,,,,
"Fertilizer, Bicarbonate Of Soda","Carbon, Nutrient, Fungicide",,,,1732,0,2.10000000e+01,4.50000000e+01,,,,,,,,
"Delawarr, Circulatory Disorders, Arteries, Arteriosclerosis","A Thickening of the Walls of the Arteries, Loss of Elasticity",,"-",,1734,0,2.10000000e+01,4.70000000e+01,,,4.33380013e+01,,,,,
"Interferon, Alpha",,,,,1735,0,2.10000000e+01,5.10000000e+01,,,,,,,,
"Chemical, Herbicide, Command",,,,,1736,0,2.10000000e+01,5.25000000e+01,,,,,,,,
"Delawarr, Mouth, Nose & Throat, Nose, Lower Nasal Cartilage",,,"+",,1737,0,2.10000000e+01,5.30000000e+01,,,2.00000000e+01,8.80000000e+02,,,,
"Neurologic Disorders, Muscular Atrophies & Dystrophies, Muscular Dystrophy",,,"-",,1739,0,2.10000000e+01,6.05000000e+01,,,1.53000000e+02,,,,,
"Viral Diseases, Arbovirus & Arenavirus, Encephalitis, California",,,"-",,1740,0,2.10000000e+01,6.70000000e+01,,,,,,,,
"Delawarr, Large Intestine, Ileocecal Valve",,,"+",,1741,0,2.10000000e+01,6.90000000e+01,,,1.00000000e+01,8.80000000e+02,,,,
"Otorhinolaryngological Disorders, Oropharynx Disorders, Hoarseness",,,"-",,1742,0,2.10000000e+01,7.90000000e+01,,,,,,,,
"Chemical, Herbicide, 2-4-D, Amine",,,,,1743,0,2.10000000e+01,7.95000000e+01,,,,,,,,
"Skeletal, Bone, Marrow, See Reticulo-Endothelial System",,,,,1745,0,2.10000000e+01,9.20000000e+01,,,,,,,,
"Delawarr, Reticulo-Endothelial System, Motile Phagocytic Cells, Blood Macrophages",,,"+",,1746,0,2.12000008e+01,9.50000000e+00,,,,,,,,
"Amino Acid, Hydroxglutamic Acid",,,,,1747,0,2.12500000e+01,1.47500000e+01,,,,,,,,
"Delawarr, Heart, Atrio-Ventricular Node",,,"+",,1749,0,2.12500000e+01,1.63999996e+01,,,2.00000000e+01,1.62000000e+02,,,,
"Delawarr, Mouth, Nose & Throat, Mouth, Arteries",,,"+",,1750,0,2.12500000e+01,1.95000000e+01,,,,,,,,
"Delawarr, Urinary System, Bladder, Lymph Vessels",,,"+",,1751,0,2.12500000e+01,1.95000000e+01,,,,,,,,
"Amino Acid, L-Phenylalanine; Brain, Hypothalamus, Liver, Thyroid","Used to Control Depression & Pain & Inhibit an enzyme that stops endorphin production, Related to Phenylketonuria (PKU), Atypical Phenylketonuria",,,,1752,0,2.12500000e+01,2.37500000e+01,,,,,,,,
"Chemical, Insecticide, Cygon",,,,,1754,0,2.12500000e+01,5.35000000e+01,,,,,,,,
"Dermatologic, Skin",,,,,1756,0,2.15000000e+01,2.50000000e+00,,,,,,,,
"Hormone, Hypertension, Kidneys",,,,,1757,0,2.15000000e+01,1.57500000e+01,,,,,,,,
"Herb, Alfalfa (medicago sativa)","Nourishes Entire System, Alkalizes Body Rapidly, Aids in Detoxing Liver, Used for Pituitary Gland, Helps Relive Arthritic Pain, high in calcium, magnesium, potassium, & carotene, natural alkalizer & detoxifier",,,,1758,0,2.15000000e+01,1.77500000e+01,,,,,,,,
"Skeletal, Body, Chin",,,,,1759,0,2.15000000e+01,1.85000000e+01,,,,,,,,
"Delawarr, Central Nervous System, Hind Brain, Cerebellum, Superior Peduncle","With Depression Check Need To Decrease Enkephalins Area of Emotion",,"+",,1761,0,2.15000000e+01,2.12500000e+01,,,,,,,,
"Skeletal, Disorder, Ankle, Sprained",,,,,1762,0,2.15000000e+01,2.15000000e+01,,,,,,,,
"Musculoskeletal & Connective Tissue Disorders, Bursitis","Inflammation of the Bursa as Near the Shoulder or Hip, Bursa Supplies Fluid to the Joints",,"-",,1763,0,2.15000000e+01,2.15000000e+01,,,,,,,,
"Gynecologic, Obstetric, Pediatric, Genetic Disorders, Common Problems, Gynecologic,","Leukorrhea, Female Discharge",,"-",,1764,0,2.15000000e+01,2.15000000e+01,,,,,,,,
"Chemical, Pesticide, Apron",,,,,1765,0,2.15000000e+01,2.20000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Renal & Urologic Neoplasms, Carcinoma Kidney",,,"-",,1767,0,2.15000000e+01,2.30000000e+01,,,2.12700000e+03,4.32999992e+01,,,,
"Chemical, Gasoline, Unleaded, Water Contaminant",,,,,1769,0,2.15000000e+01,2.42500000e+01,,,,,,,,
"Delawarr, Urinary System, Bladder, Mucous Coat",,,"+",,1770,0,2.15000000e+01,2.42500000e+01,,,,,,,,
"Chemical, Petro, Vitane Solvent",,,,,1771,0,2.15000000e+01,2.45000000e+01,,,,,,,,
"Hormone, Oxytocin, Neurotransmitters",,,,,1773,0,2.15000000e+01,2.55000000e+01,,,,,,,,
"Chemical, Herbicide, Blazer",,,,,1774,0,2.15000000e+01,2.65000000e+01,,,,,,,,
"Herb, Jewelweed, Impatiens Capensis",,,,,1775,0,2.15000000e+01,2.65000000e+01,,,,,,,,
"Dermatologic Disorders, Skin, Acne, Inflammatory Disease of Sebaceous Glands","& hair follicles of the Skin, scarring common, Check Staph & Strep On Skin, Poisons & Metals, Balance Endocrine System, Balance Left Lobe Of Liver & Spleen",,"-",,1777,0,2.15000000e+01,2.80000000e+01,,,,,,,,
"Homeopathic, BHI, Stroke",,,,,1778,0,2.15000000e+01,3.00000000e+01,,,,,,,,
"Insect, Fly, Housefly",,,,,1779,0,2.15000000e+01,3.12500000e+01,,,,,,,,
"Emotion, Healing Of Memories",,,,,1780,0,2.15000000e+01,3.15000000e+01,,,,,,,,
"Animal, Rumen",,,,,1782,0,2.15000000e+01,3.55000000e+01,,,,,,,,
"Fruit & Vegetable, Red Raspberry","helps promote healthy bones, teeth, skin & nails, a good source of calcium & B vitamins",,,,1783,0,2.15000000e+01,3.60000000e+01,,,,,,,,
"Drug, Synthroid, for Thyroid, Levothyroxine, Levoxyl","Do Not Take Any Type Of Iron Supplementation With This Drug",,,,1785,0,2.15000000e+01,4.15000000e+01,,,,,,,,
"Homeopathic, Animals, Cattle, Cats & Dogs, Hypericum","Motor Nerve Problems, Acute Pain Knee, Connective Tissue",,,,1786,0,2.15000000e+01,4.15000000e+01,,,,,,,,
"Amino Acid, L-Taurine; Brain, Gall Bladder, Found in Human Breast Milk",,,,,1787,0,2.15000000e+01,4.30000000e+01,,,,,,,,
"Delawarr, Muscular Structure, Ligaments",,,"+",,1789,0,2.15000000e+01,4.55000000e+01,,,,,,,,
"DNA Function, Restore",,,,,1790,0,2.15000000e+01,6.50000000e+01,,,,,,,,
"Psychiatric Disorders, Drug Addiction, Smoking, To Stop, Substance Abuse",,,"-",,1792,0,2.15000000e+01,6.70000000e+01,,,,,,,,
"Homeopathic Spray, Household Ammonia 5%","Nutrient, Catalyst",,,,1793,0,2.15000000e+01,7.80000000e+01,,,,,,,,
"Nitrogen Salts",,,,,1795,0,2.17500000e+01,2.22500000e+01,,,,,,,,
"Delawarr, Pancreas, Tail of Pancreas",,,"+",,1797,0,2.17500000e+01,3.02500000e+01,,,1.50000000e+01,,,,,
"Emotion, Anxiety, Anxious","Affirmation, It is Joy I Welcome, Organ - Stomach",,,,1798,0,2.17500000e+01,3.12500000e+01,,,,,,,,
"Delawarr, Mouth, Nose & Throat, Pharynx",,,"+",,1799,0,2.17500000e+01,3.30000000e+01,,,,,,,,
"Delawarr, Ulcers, Varicose",,,"+",,1800,0,2.17500000e+01,3.75000000e+01,,,,,,,,
"Insect, General","Insects are important to the resonance of a garden area",,,,1801,0,2.17500000e+01,5.40000000e+01,,,,,,,,
"Gastrointestinal Disorders, Colon, Hypertonicity",,,"-",,1803,0,2.20000000e+01,0.00000000e+00,,,,,,,,
"Gynecologic, Obstetric, Pediatric, Genetic Disorders, Child Disorders, Hyperactivity",,,"-",,1804,0,2.20000000e+01,0.00000000e+00,,,,,,,,
"Brain, Fore, Hypothalamus, Use For","Use With Care",,,,1805,0,2.20000000e+01,0.00000000e+00,,,,,,,,
"Homeopathic, BHI, Rheumatism - Gout",,,,,1807,0,2.20000000e+01,1.00000000e+01,,,,,,,,
"Delawarr, Muscular, Strain",,,"+",,1808,0,2.20000000e+01,1.07500000e+01,,,,,,,,
"Endocrine Disorders, Thyroid Disorders, Glands, Hyperthyroidism","Excessive activity of the Thyroid Gland, characterized by loss of weight, nervousness and rapid pulse",,"-",,1809,0,2.20000000e+01,1.10000000e+01,,,,,,,,
"Animal, Udder",,,,,1810,0,2.20000000e+01,1.45000000e+01,,,,,,,,
"Delawarr, Pulmonary Disorders, Airways Obstructions, Bronchitis",,,"-",,1811,0,2.20000000e+01,1.70000000e+01,,,,,,,,
"Delawarr, Urinary System, Bladder, Ligaments",,,"+",,1812,0,2.20000000e+01,1.93999996e+01,,,,,,,,
"Sublingual, Isordil",,,,,1813,0,2.20000000e+01,1.95000000e+01,,,,,,,,
"Radiation, ELF","Reagent - Malachite, Americanite, Tecktite, Azimite",,,,1814,0,2.20000000e+01,2.00000000e+01,,,,,,,,
